1546272730923,0.0
1546273630951,0.0
1546274530994,0.0
1546275431038,0.0
1546276331144,0.0
1546277231172,0.0
1546278131231,0.0
1546279031306,0.0
1546279931334,0.0
1546280831424,0.0
1546281731515,0.0
1546282631558,0.0
1546283531586,0.0
1546284431598,0.0
1546285331704,0.0
1546286231732,0.0
1546287131745,0.0
1546288031851,0.0
1546288931957,0.0
1546289832063,0.0
1546290732091,0.0
1546291632119,0.0
1546292532131,0.0
1546293432175,0.0
1546294332203,0.0
1546295232199,0.0
1546296132305,0.0
1546297032380,0.0
1546297932486,0.0
1546298063526,2.3
1546298066818,0.0
1546298073370,3.1
1546298074462,2.3
1546298075554,0.0
1546298077754,2.3
1546298078846,3.1
1546298081030,0.0
1546298832483,0.0
1546299732573,0.0
1546299971737,2.3
1546299972829,0.0
1546299996853,3.1
1546299999037,0.0
1546300001221,2.3
1546300014325,0.0
1546300021969,2.3
1546300023061,3.1
1546300025245,0.0
1546300030705,3.1
1546300033981,0.0
1546300039441,2.3
1546300041625,0.0
1546300049269,2.3
1546300050361,0.0
1546300099502,3.1
1546300101686,0.0
1546300126817,3.1
1546300130093,2.3
1546300136645,0.0
1546300291710,2.3
1546300294986,0.0
1546300297170,2.3
1546300298262,0.0
1546300345093,2.3
1546300346185,0.0
1546300402984,2.3
1546300404076,3.1
1546300406261,2.3
1546300408445,0.0
1546300438958,2.3
1546300440050,0.0
1546300449894,3.1
1546300450986,0.0
1546300632601,0.0
1546301532660,0.0
1546302432782,0.0
1546303332779,0.0
1546304232869,0.0
1546305132882,0.0
1546306032910,0.0
1546306932984,0.0
1546307832997,0.0
1546308733103,0.0
1546309633146,0.0
1546310533174,0.0
1546311433218,0.0
1546312333324,0.0
1546313233383,0.0
1546314133442,0.0
1546315033548,0.0
1546315933623,0.0
1546316833698,0.0
1546317733741,0.0
1546318633769,0.0
1546319533782,0.0
1546320433888,0.0
1546321333994,0.0
1546322234068,0.0
1546323134081,0.0
1546324034124,0.0
1546324934152,0.0
1546325834165,0.0
1546326734224,0.0
1546327634283,0.0
1546328534358,0.0
1546329434448,0.0
1546330334539,0.0
1546331234567,0.0
1546332134595,0.0
1546333034638,0.0
1546333934744,0.0
1546334834803,0.0
1546335734847,0.0
1546336634953,0.0
1546337534965,0.0
1546338435009,0.0
1546339335099,0.0
1546340235205,0.0
1546341135280,0.0
1546342035355,0.0
1546342935430,0.0
1546343835426,0.0
1546344735470,0.0
1546345635560,0.0
1546346535573,0.0
1546347435616,0.0
1546348335644,0.0
1546349235703,0.0
1546350135794,0.0
1546351035869,0.0
1546351935990,0.0
1546352836065,0.0
1546353736109,0.0
1546354636168,0.0
1546355536180,0.0
1546356436224,0.0
1546357336298,0.0
1546358236404,0.0
1546359136417,0.0
1546360036538,0.0
1546360936676,0.0
1546361836704,0.0
1546362736747,0.0
1546363636791,0.0
1546364536803,0.0
1546365436909,0.0
1546366336968,0.0
1546367236996,0.0
1546368137040,0.0
1546369037115,0.0
1546369937143,0.0
1546370837217,0.0
1546371737323,0.0
1546372637383,0.0
1546373537379,0.0
1546374437485,0.0
1546375337513,0.0
1546376237619,0.0
1546377137678,0.0
1546378037738,0.0
1546378937828,0.0
1546379837872,0.0
1546380737962,0.0
1546381638068,0.0
1546382538112,0.0
1546383438218,0.0
1546384338246,0.0
1546385238320,0.0
1546386138426,0.0
1546387038470,0.0
1546387938498,0.0
1546388838541,0.0
1546389738601,0.0
1546390638597,0.0
1546391538703,0.0
1546391963695,0.0
1546392863739,0.0
1546393763798,0.0
1546394663904,0.0
1546395563932,0.0
1546396464022,0.0
1546397364113,0.0
1546398264172,0.0
1546399164278,0.0
1546399692755,0.0
1546400827948,0.0
1546401327938,0.0
1546401955139,0.0
1546402855135,0.0
1546403755195,0.0
1546404655207,0.0
1546405308338,0.0
1546406345104,0.0
1546407245195,0.0
1546408095635,0.0
1546408633577,0.0
1546409258236,0.0
1546410158291,0.0
1546411058379,0.0
1546411958476,0.0
1546412858517,0.0
1546413758588,0.0
1546414658629,0.0
1546415558683,0.0
1546416458728,0.0
1546417358784,0.0
1546417858626,0.0
1546418130324,0.0
1546419030337,0.0
1546419930365,0.0
1546420830408,0.0
1546421730421,0.0
1546422630464,0.0
1546423530492,0.0
1546424430614,0.0
1546425330611,0.0
1546426230670,0.0
1546427130682,0.0
1546428030741,0.0
1546428930785,0.0
1546429830797,0.0
1546430730810,0.0
1546431630822,0.0
1546432530835,0.0
1546433430862,0.0
1546434330984,0.0
1546435231059,0.0
1546436131149,0.0
1546437031255,0.0
1546437931346,0.0
1546438831374,0.0
1546439731417,0.0
1546440631523,0.0
1546441531629,0.0
1546442431673,0.0
1546443331747,0.0
1546444231760,0.0
1546445131788,0.0
1546446031863,0.0
1546446931906,0.0
1546447831965,0.0
1546448732025,0.0
1546449632084,0.0
1546450532174,0.0
1546451432280,0.0
1546452332324,0.0
1546453232398,0.0
1546454132458,0.0
1546455032548,0.0
1546455932638,0.0
1546456832760,0.0
1546457732788,0.0
1546458632894,0.0
1546459533000,0.0
1546460433028,0.0
